barName,phoneNumber,barLicense,bartenderID,State of Residence,
F[edit],(979) 514-5679,ciazPsbeywuBYM,7999542194,NC,
Boobies — Space Dandy,(380) 686-6955,XQkoxDNpYnXfX,8112893134,WV,
Muggy's — Fangirl,(339) 382-8591,mIJDLo,1774113919,AR,
The Crown — Men Behaving Badly (1992-1998),(528) 438-3310,UXrEXjkEpnEKPdGPDos,0861149119,MS,
The Clansman — Still Game,(584) 288-2248,KEenSyCXfojlJTr,4356855619,ME,
 1984 novel by William Gibson,(573) 231-2744,tVOfVLTQ,9694629489,NY,
 by Thomas Hardy,(539) 216-4373,ImEcCSwpNBBjLuxzkQ,6314851161,FL,
The Black Swan — Family Affairs,(219) 941-6646,DuHTDrfngt,6314851161,WI,
Tavern — Over the Garden Wall (2014 miniseries),(756) 914-1573,FCRyIZ,3438472920,MA,
 fifth novel in The Hitchhiker's Guide to the Galaxy series by Douglas Adams,(872) 487-4928,nPZeeNQPmHaswXYmQS,7078813025,AK,
Night Spot — Torchwood,(528) 438-3310,KPFgmVWDzrQOv,2366897445,CA,
The Pilgrim's Rest — The Elder Scrolls III: Morrowind,(979) 514-5679,MRnQNysKkV,7331822516,NY,
Torchy's — Streets of Fire (1984),(924) 289-8402,dxCpjqqwUz,1786857542,DC,
The Winchester Club — Minder,(965) 594-3244,znNiblgEAF,7979359571,AZ,
Korova Milk Bar — A Clockwork Orange,(788) 308-2578,aEFWCD,7011514498,CT,
The Hanged Man — Dragon Age II,(830) 651-1296,qFZyr,1572584913,SC,
The Sole Regret — Bastion video game,(380) 686-6955,dyYqHYWn,6050580627,MA,
The Old Haunt — Castle,(722) 370-6001,aHViKlBpV,2545840019,SD,
Shooters — Melrose Place,(723) 313-3201,GEtCTQBuBxHjLGQ,1967720716,MI,
Night Spot — Torchwood,(436) 324-8013,tjqMIvvNtxlPYAPEsB,5393147752,AZ,
The Third Rail — Fallout 4,(830) 651-1296,FTVpRPv,5267079211,HI,
Wonder Bar — Wonder Bar (1934),(502) 440-3222,FCRyIZ,9876495348,NH,
The Pool Hall (Pleasure Island) — Pinocchio (1940),(341) 264-1421,PAasBYvBr,5171366207,HI,
 episode "The Beer is Always Greener",(482) 523-1438,pdnra,2059535420,CT,
Wandin Valley RSL — A Country Practice,(967) 682-9571,CidYnE,0138376166,OK,
D[edit],(979) 514-5679,hGaNlarkleHyZdogWymi,1675864019,MD,
The Boom Boom Room — Life (1999),(341) 264-1421,ntwWEKmcbPeGGV,9608622775,ND,
 episode "Challenge Accepted",(334) 594-9500,zBVBeAKZJ,7502226600,OR,
The Third Rail — Fallout 4,(965) 764-4863,WjpUBVYFy,3610957715,PA,
The Rabennest (Raven's Nest) — Wolfenstein,(802) 900-9835,KWTdwvIgBmWrY,2255633664,MO,
McGinty's — Early Edition (1996),(979) 514-5679,VLoofM,2591369454,IA,
The Eolian - The Kingkiller Chronicle,(969) 543-6991,CidYnE,0539224773,CT,
 fifth novel in The Hitchhiker's Guide to the Galaxy series by Douglas Adams,(723) 313-3201,nPZeeNQPmHaswXYmQS,2804913458,UT,
The Black Swan — Family Affairs,(482) 523-1438,PdosmDgiHf,2276838846,CT,
The Red Boot Pub — Grounded for Life,(264) 539-9136,cyBAsWWMXXvUDdt,2391771532,LA,
Rick's Café Américain — Casablanca,(448) 698-2982,tUXtZFqgoabz,8973675589,SD,
Vardi's — The Big Sleep,(704) 229-7495,LOqpHQoEJt,4208788761,AL,
P3 — Charmed,(689) 942-6305,qLxhsiLTDCGrMCxNIFoJ,3355990381,TN,
The Lion and Unicorn — The Long Good Friday (1980),(788) 308-2578,CidYnE,0855179311,CO,
Club Pluto — The Adventures of Pluto Nash (2002),(622) 286-1124,XQkoxDNpYnXfX,7601973574,MO,
The Downy Pelican — Poet's Pub (1949),(756) 914-1573,tjqMIvvNtxlPYAPEsB,0397320607,NE,
The Rabennest (Raven's Nest) — Wolfenstein,(547) 521-6601,GtAhsVIaRzrFpRdFyKu,3360908005,CA,
C[edit],(756) 914-1573,ImEcCSwpNBBjLuxzkQ,3567166977,MS,
Rick's Café Américain — Casablanca,(457) 701-7964,MswgVNVjY,7724500681,ND,
The Gentleman Loser — Neuromancer by William Gibson; name comes from the track "Midnite Cruiser" on the 1972 Steely Dan album Can't Buy a Thrill,(334) 594-9500,OdROrFvLjhfn,7979359571,MA,
 Amersham,(502) 440-3222,ntwWEKmcbPeGGV,3976353982,NV,
Noah's Bar — Home and Away,(641) 932-8291,aEFWCD,8694468448,NH,
The Last Chance Saloon — The Rifleman,(321) 556-9661,afDxrRGvwtyXePEgXeQ,3530795197,CT,
Dino's Bar and Grill — The Boys Are Back In Town,(444) 648-9036,qFZyr,8886505910,UT,
The Dog in the Pond — Hollyoaks,(350) 809-3855,ciazPsbeywuBYM,5638487172,MI,
 by Charles Dickens,(332) 815-7645,GHMrHDaeiC,5462235486,WY,
The Brick — Northern Exposure,(539) 951-9381,EIQnqBUjwIxS,0455318678,MI,
The Ink & Paint Club — Who Framed Roger Rabbit (1988),(232) 338-3323,hGaNlarkleHyZdogWymi,8011110233,NE,
Café René — 'Allo 'Allo!,(828) 959-1289,GtAhsVIaRzrFpRdFyKu,4269563064,ND,
Kennedy's — Scarlett,(965) 594-3244,XQkoxDNpYnXfX,3128591626,NE,
West Weald Inn — The Elder Scrolls IV: Oblivion,(826) 664-5436,YTXhp,7470991181,ME,
Electric Psychedelic Pussycat Swingers Club — Austin Powers: International Man of Mystery,(576) 833-3441,WjpUBVYFy,3563344152,AZ,
Daddy Crab Leg's Crab Shack — Saving Hope,(528) 438-3310,UXrEXjkEpnEKPdGPDos,3047852034,MT,
Cheers — Cheers,(460) 660-9681,GepHphxGkVGmYJ,2131805206,NC,
 episode "How Your Mother Met Me",(969) 543-6991,GEtCTQBuBxHjLGQ,3460311113,NE,
Free the Paedos — Super Hans' suggested pub name in Peep Show,(455) 269-3147,afDxrRGvwtyXePEgXeQ,1629482317,IA,
 episode "Gary Blauman",(828) 959-1289,cyBAsWWMXXvUDdt,2542291637,FL,
New York Bar (atop the Park Hyatt Tokyo) — Lost in Translation (2003),(802) 900-9835,dxCpjqqwUz,6773934707,AZ,
 on their 9th studio album Murder Ballads,(689) 942-6305,MswgVNVjY,6774905867,MI,
 TV series starring Richard Greene),(457) 701-7964,WXPCsQIopsQIHw,0654912274,AK,
 episode "The Shakespeare Code",(818) 332-1000,mQKBM,8211369806,AL,
The Ink & Paint Club — Who Framed Roger Rabbit (1988),(502) 440-3222,aUUUnZbWGQXgqa,2586876699,HI,
New York Bar (atop the Park Hyatt Tokyo) — Lost in Translation (2003),(264) 539-9136,yvsxNzBUG,0153865528,OR,
The Hound Pits Pub — Dishonored,(408) 308-1637,WjpUBVYFy,7614939036,MI,
The Ink & Paint Club — Who Framed Roger Rabbit (1988),(622) 286-1124,DuHTDrfngt,3674915721,MO,
C[edit],(380) 686-6955,cyBAsWWMXXvUDdt,4721492459,OR,
Bunnys — The Young Doctors,(321) 556-9661,diOKL,0645148173,OR,
Welsh's Bar — The Deer Hunter (1978),(965) 594-3244,MVJELwFUqogMx,2879915035,AR,
The Jockey — Shameless,(965) 764-4863,KWTdwvIgBmWrY,5313009821,MA,
 episode "How Your Mother Met Me",(408) 308-1637,cMYudMPX,1487938676,NC,
 in Peep Show,(321) 556-9661,MRnQNysKkV,4781919257,ME,
Crab Shack (formerly Ernie's Crab Shack) — My Name is Earl (2005),(259) 385-7742,BNHiZsYn,3518060777,MT,
Meibeyer's — The Pale King,(874) 648-1708,GEtCTQBuBxHjLGQ,6734325667,ND,
The Snug — Life on Mars (U.S. version),(287) 479-2490,ElstokWwsfuj,2131625256,MO,
Dexter Lake Club — National Lampoon's Animal House (1978),(287) 479-2490,XAhHVTjjTQFJcMG,1681572556,AR,
The Frozen Hearth — The Elder Scrolls V: Skyrim,(723) 313-3201,ntwWEKmcbPeGGV,8887180467,ME,
The Loft — Hollyoaks,(426) 765-3084,OdROrFvLjhfn,8468276935,ND,
 on his second album Don't Fight the Feelin',(625) 465-1732,dyYqHYWn,4965881181,MT,
The Boar's Nest — The Dukes of Hazzard,(817) 225-3731,XQkoxDNpYnXfX,4199882285,KS,
The Pilgrim's Rest — The Elder Scrolls III: Morrowind,(969) 543-6991,YtbUcQIVtbFRN,6388158166,GA,
The Learned Goat — Bone Tomahawk,(830) 651-1296,DuHTDrfngt,4965881181,CA,
Foley's — Mrs. Brown's Boys,(440) 321-3100,znNiblgEAF,0495040546,ME,
The Swan & Paedo — a compromise proposal,(664) 905-7176,qLxhsiLTDCGrMCxNIFoJ,2386660012,LA,
The Downy Pelican — Poet's Pub (1949),(301) 623-6286,FCRyIZ,7153660239,TN,
Copacabana — Goodfellas,(634) 295-8630,dyYqHYWn,0029409668,ND,
The Pig and Whistle — World of Warcraft,(723) 313-3201,zBVBeAKZJ,8300964604,FL,
 starring James Stewart,(376) 359-2019,UXrEXjkEpnEKPdGPDos,6897232300,AK,
Crab Shack (formerly Ernie's Crab Shack) — My Name is Earl (2005),(519) 256-1779,isIlxQggMbzmyWDeS,0451159424,VT,
The Silent Woman — The Scarecrow of Romney Marsh,(902) 940-6870,cUngxdbxvBlCMrdn,6084205227,AK,
Bo Ling Chop Suey Palace — A Christmas Story,(967) 682-9571,GuAMjsGVN,2767141178,NE,
The Pilgrim's Rest — The Elder Scrolls III: Morrowind,(625) 465-1732,MbPHymLleVRzlRyPxzp,2596967911,CA,
Chatsubo — Neuromancer,(482) 523-1438,vVjjt,2135381447,AL,
Milliway's — Restaurant at the End of the Universe,(622) 286-1124,vVjjt,7035548495,GA,
 by J. Meade Faulkner,(965) 764-4863,qMkSBWbxC,3487667685,UT,
Harry Hope's Saloon — The Iceman Cometh,(519) 256-1779,SGoCjsapEP,3178164862,NH,
McGinty's — Boondock Saints (1999),(334) 594-9500,YTXhp,3824176905,AZ,
The Red Pony — Longmire,(204) 853-6634,ahAzaOlgzskYHm,0106067572,MO,
Kavanagh's Irish Pub — The Wire,(310) 376-9557,KPFgmVWDzrQOv,0105842948,WV,
The Railway Arms — Life on Mars,(955) 646-4001,MVJELwFUqogMx,3719957158,MO,
The Drunken Clam — the bar and primary haunt of Peter Griffin in Family Guy,(389) 877-7945,tjqMIvvNtxlPYAPEsB,7369807163,NH,
 BBC radio series,(825) 805-7288,ElstokWwsfuj,1379299472,MI,
The White Swan — Man About the House,(376) 359-2019,iBaKq,1278602957,AK,
The Aigburth Arms — Red Dwarf,(301) 623-6286,CidYnE,3254652105,AL,
Cocktails and Dreams — Cocktail (1988),(826) 664-5436,ciazPsbeywuBYM,9973003199,CO,
 by Raymond Chandler,(310) 376-9557,siiWmYqPTHuJwxoP,9618262944,NC,
The Broken Drum/The Mended Drum — Ankh-Morpork in Terry Pratchett's Discworld,(310) 376-9557,cJjtLirPRbzKXQTWfxc,2083129462,MO,
Louie's — TaleSpin,(843) 876-7257,MRnQNysKkV,9555596446,FL,
The Green Dragon in Hobbiton — Lord of the Rings,(389) 877-7945,zBVBeAKZJ,5704809770,UT,
O'Malley's — "Escape",(482) 523-1438,aEFWCD,1408335439,WV,
 HP7 0DJ,(622) 286-1124,iBaKq,3952340818,SC,
Wandin Valley RSL — A Country Practice,(576) 833-3441,vVjjt,7899587187,RI,
The Bannered Mare — The Elder Scrolls V: Skyrim,(924) 289-8402,GuAMjsGVN,6325500354,WY,
 1892) — Doctor Who,(603) 274-9446,ElstokWwsfuj,0154535452,NY,
Vardi's — The Big Sleep,(301) 623-6286,ImEcCSwpNBBjLuxzkQ,5887694628,AR,
The Ink & Paint Club — Who Framed Roger Rabbit (1988),(219) 941-6646,mIJDLo,3068134160,MA,
Verdant — Arrow (2012),(825) 805-7288,YtbUcQIVtbFRN,0178011284,HI,
SU Bar — Hollyoaks,(231) 773-3676,dxCpjqqwUz,3817437544,MD,
The Loft — Hollyoaks,(519) 256-1779,EIQnqBUjwIxS,6049380385,NE,
The Kit Kat Klub — Cabaret,(376) 359-2019,XRtnbKONdDCKGhO,8240053621,TN,
 a series of contemporary fantasy/mystery novels written by Jim Butcher,(825) 805-7288,MswgVNVjY,4261123226,NC,
 episode "Mixology Certification",(350) 809-3855,DAhmibabDnJwATEbr,1285217537,NE,
Brady Pub — Days of Our Lives,(965) 764-4863,siiWmYqPTHuJwxoP,5562566999,FL,
Munden's Bar — Grimjack (comic),(902) 940-6870,qLxhsiLTDCGrMCxNIFoJ,8268234157,CT,
The Rose & Thorn — The Riyria Chronicles,(817) 225-3731,CidYnE,2650395744,IN,
 starring James Stewart,(457) 701-7964,tUXtZFqgoabz,5419560040,LA,
 a series of neo-noir comics by Frank Miller,(622) 351-6088,znNiblgEAF,1969623344,DC,
The Crazy Cock — Far Cry 3,(482) 523-1438,GGUvjYZmxSTgxhCa,0032795194,LA,
The Grind & Jolt Cafe — Arrow,(250) 665-7321,GtAhsVIaRzrFpRdFyKu,2335583311,MA,
The Butchers Arms — Last of the Summer Wine,(643) 327-3798,XRtnbKONdDCKGhO,8027928789,DE,
Poison — Arrow,(460) 660-9681,WjpUBVYFy,4203685340,NC,
SaxonwoldShebeen — Saxonwold,(643) 327-3798,MRnQNysKkV,4705554515,WV,
Gateway Inn — The Elder Scrolls III: Morrowind,(969) 543-6991,FSbCFtpGLeu,3378873883,AL,
The Dog in the Pond — Hollyoaks,(634) 295-8630,cMYudMPX,0784273138,ME,
 HP7 0DJ,(539) 216-4373,SRuKBSBp,9309853720,DC,
W[edit],(643) 327-3798,dxCpjqqwUz,9331142685,FL,
Mama Chow's Fine Dining — Arrow,(426) 765-3084,PAasBYvBr,0337257936,RI,
