barLicense,Item ID,Item Price at Bar,Inventory of Item
BL868,IT1794,6.0,764.0
BL328,IT0656,11.0,998.0
BL320,IT2778,8.0,719.0
BL941,IT7857,10.0,564.0
BL657,IT7202,6.0,566.0
BL421,IT8260,8.0,512.0
BL904,IT6648,7.0,596.0
BL999,IT5611,8.0,800.0
BL402,IT9294,10.0,925.0
BL158,IT6685,11.0,626.0
BL489,IT2676,6.0,731.0
BL036,IT5291,9.0,808.0
BL389,IT3378,8.0,530.0
BL108,IT7619,9.0,921.0
BL436,IT1033,6.0,868.0
BL020,IT2266,10.0,676.0
BL719,IT5803,9.0,999.0
BL183,IT8362,10.0,830.0
BL696,IT7436,8.0,966.0
BL370,IT8738,9.0,511.0
BL480,IT4409,5.0,588.0
BL076,IT2311,6.0,838.0
BL512,IT7857,10.0,830.0
BL877,IT2145,10.0,771.0
BL111,IT6678,7.0,965.0
BL296,IT1976,9.0,596.0
BL576,IT8260,11.0,695.0
BL611,IT8883,11.0,948.0
BL919,IT1536,6.0,635.0
BL104,IT9452,10.0,967.0
BL576,IT9223,10.0,538.0
BL837,IT9317,5.0,741.0
BL302,IT4004,6.0,920.0
BL949,IT6602,11.0,767.0
BL797,IT5742,8.0,927.0
BL460,IT5819,11.0,581.0
BL614,IT1075,8.0,910.0
BL895,IT2940,7.0,733.0
BL127,IT3299,10.0,903.0
BL914,IT3101,10.0,527.0
BL109,IT2103,6.0,918.0
BL193,IT3440,6.0,738.0
BL137,null,8.0,527.0
BL426,IT2188,5.0,635.0
BL334,IT1317,5.0,720.0
BL000,IT6678,5.0,540.0
BL426,IT2374,9.0,838.0
BL336,IT6827,5.0,789.0
BL085,IT5819,7.0,916.0
BL233,IT9542,6.0,974.0
BL576,IT9894,7.0,731.0
BL865,IT2317,10.0,800.0
BL355,IT7676,7.0,712.0
BL808,IT9764,8.0,894.0
BL402,IT3283,9.0,758.0
BL604,IT0003,8.0,633.0
BL013,IT3378,7.0,868.0
BL604,IT7507,5.0,783.0
BL141,IT8482,7.0,729.0
BL433,IT0005,7.0,610.0
BL226,IT0931,5.0,921.0
BL571,IT3818,6.0,646.0
BL179,IT4668,6.0,798.0
BL406,IT2591,6.0,970.0
BL646,IT6123,5.0,741.0
BL090,IT7003,11.0,927.0
BL821,IT4911,10.0,660.0
BL618,IT0405,8.0,638.0
BL583,IT7202,5.0,964.0
BL538,IT8442,9.0,876.0
BL657,IT9599,9.0,756.0
BL941,IT1244,9.0,647.0
BL436,IT9171,7.0,592.0
BL189,IT3972,10.0,650.0
BL913,IT3339,8.0,551.0
BL357,IT9268,5.0,735.0
BL821,IT8362,6.0,767.0
BL263,IT3206,7.0,855.0
BL877,IT9853,10.0,714.0
BL877,IT3853,9.0,627.0
BL850,IT5790,10.0,912.0
BL170,IT8854,9.0,774.0
BL914,IT8009,8.0,976.0
BL495,IT2505,7.0,911.0
BL014,IT2554,10.0,899.0
BL941,IT2328,5.0,734.0
BL338,IT4828,6.0,774.0
BL336,IT1317,10.0,980.0
BL695,IT1978,7.0,780.0
BL941,IT2920,11.0,618.0
BL407,IT3428,9.0,515.0
BL834,IT0131,7.0,591.0
BL481,IT8924,6.0,562.0
BL328,IT9894,6.0,988.0
BL950,IT0740,7.0,946.0
BL571,IT1334,9.0,559.0
BL242,IT6396,8.0,995.0
BL921,IT3342,7.0,974.0
BL591,IT1436,7.0,604.0
BL668,IT4142,11.0,591.0
BL461,IT8497,7.0,676.0
BL085,IT7406,10.0,982.0
BL545,IT3670,9.0,899.0
BL413,IT0828,5.0,619.0
BL999,IT7341,9.0,795.0
BL034,IT8585,7.0,919.0
BL179,IT7233,7.0,921.0
BL963,IT8285,7.0,889.0
BL941,IT5221,6.0,967.0
BL361,IT8996,9.0,969.0
BL830,IT3428,7.0,816.0
BL913,IT1662,9.0,588.0
BL444,IT5611,8.0,856.0
BL553,IT9240,6.0,618.0
BL413,IT4499,7.0,950.0
BL461,IT7102,9.0,772.0
BL492,IT1939,6.0,788.0
BL877,IT8285,7.0,950.0
BL480,IT7177,8.0,600.0
BL576,IT8500,9.0,703.0
BL664,IT7814,6.0,818.0
BL370,IT1317,8.0,591.0
BL076,IT8425,7.0,666.0
BL151,IT3206,7.0,591.0
BL126,IT4830,6.0,789.0
BL661,IT0003,7.0,813.0
BL364,IT8585,9.0,789.0
BL895,IT8944,8.0,597.0
BL850,IT8308,10.0,592.0
BL480,IT5440,10.0,998.0
BL577,IT7090,8.0,772.0
BL495,IT1712,8.0,722.0
BL584,IT8745,6.0,618.0
BL151,IT8009,9.0,795.0
BL117,IT4830,10.0,538.0
BL877,IT9748,10.0,929.0
BL783,IT9687,8.0,554.0
BL501,IT2034,7.0,923.0
BL747,IT7972,6.0,650.0
BL713,null,11.0,683.0
BL836,IT3944,10.0,808.0
BL141,IT8501,10.0,668.0
BL714,IT1794,11.0,912.0
BL848,IT1887,9.0,636.0
BL300,IT9764,9.0,554.0
BL189,IT0623,7.0,571.0
BL259,IT5801,8.0,751.0
BL665,IT5522,7.0,752.0
BL495,IT6162,9.0,868.0
BL489,IT4772,8.0,815.0
BL230,IT6396,11.0,626.0
BL176,IT0022,7.0,863.0
BL038,IT5351,8.0,749.0
BL872,IT9814,8.0,539.0
BL808,IT4430,8.0,928.0
BL472,IT2591,9.0,972.0
BL801,IT0082,6.0,621.0
BL484,IT6077,7.0,723.0
BL383,IT5933,8.0,668.0
BL715,IT2554,7.0,562.0
BL302,IT3378,7.0,617.0
BL014,IT4499,8.0,795.0
BL179,IT7877,7.0,875.0
BL719,IT7212,8.0,828.0
BL999,IT6093,6.0,878.0
BL499,IT6989,5.0,811.0
BL485,IT6757,10.0,706.0
BL999,IT9524,9.0,830.0
BL719,IT4634,8.0,549.0
BL783,IT4726,7.0,971.0
BL189,IT7814,10.0,588.0
BL660,IT4278,9.0,949.0
BL104,IT0640,10.0,529.0
BL324,IT9806,7.0,773.0
BL336,IT3339,10.0,823.0
BL109,IT4273,8.0,511.0
BL421,IT0519,7.0,692.0
BL745,IT4392,8.0,676.0
BL695,IT6068,9.0,771.0
BL166,IT3119,9.0,971.0
BL300,IT4607,8.0,758.0
BL302,IT4137,8.0,903.0
BL872,IT1812,8.0,629.0
BL665,IT6906,9.0,736.0
BL545,IT1961,6.0,746.0
BL904,IT1149,10.0,564.0
BL486,IT4862,8.0,925.0
BL001,IT8069,9.0,532.0
BL436,IT3299,6.0,550.0
BL733,IT8944,8.0,774.0
BL508,IT3378,8.0,731.0
BL583,IT7337,7.0,789.0
BL736,IT8922,9.0,668.0
BL860,IT4735,6.0,720.0
BL395,IT1114,8.0,650.0
BL479,IT1814,9.0,787.0
BL377,IT1743,9.0,581.0
BL876,IT0227,10.0,511.0
BL515,IT2674,7.0,595.0
BL248,IT8260,6.0,849.0
BL164,IT9189,7.0,714.0
BL657,IT7911,6.0,602.0
BL453,IT0519,7.0,846.0
BL592,IT6162,10.0,925.0
BL877,IT8815,7.0,893.0
BL402,IT0317,10.0,785.0
BL179,IT4258,7.0,720.0
BL810,IT3972,9.0,620.0
BL179,IT3917,10.0,610.0
BL443,IT2534,10.0,808.0
BL534,IT9847,10.0,772.0
BL285,IT4540,8.0,839.0
BL937,IT2488,7.0,564.0
BL862,IT1356,10.0,869.0
BL461,IT8944,9.0,506.0
BL402,IT4153,9.0,668.0
BL389,IT3696,11.0,753.0
BL064,IT0797,7.0,695.0
BL129,IT0005,6.0,795.0
BL913,IT1859,7.0,835.0
BL850,IT8485,9.0,688.0
BL241,IT9099,5.0,723.0
BL341,IT8425,7.0,778.0
BL036,IT3973,8.0,545.0
BL062,IT6602,8.0,787.0
BL395,IT0426,8.0,581.0
BL664,IT6897,9.0,738.0
BL531,IT9291,9.0,995.0
BL393,IT5925,7.0,758.0
BL706,IT1149,6.0,820.0
BL024,IT0375,6.0,952.0
BL134,IT1075,9.0,695.0
BL193,IT1968,5.0,770.0
BL907,IT0235,11.0,784.0
BL636,IT1154,9.0,910.0
BL623,IT8065,10.0,634.0
BL231,IT6999,9.0,650.0
BL189,IT6728,6.0,797.0
BL087,IT1536,8.0,593.0
BL119,IT4919,7.0,668.0
BL797,IT1381,7.0,597.0
BL591,IT3366,10.0,934.0
BL134,IT3417,9.0,883.0
BL004,IT4919,9.0,888.0
BL736,IT9291,7.0,900.0
BL226,IT8519,8.0,818.0
BL656,IT0082,9.0,956.0
BL087,IT0580,7.0,502.0
BL860,IT8081,8.0,934.0
BL655,IT7741,9.0,596.0
BL357,IT8051,6.0,738.0
BL001,IT2034,11.0,613.0
BL584,IT1769,6.0,599.0
BL481,IT9847,8.0,527.0
BL923,IT4257,7.0,710.0
BL962,IT2983,7.0,751.0
BL320,IT7069,8.0,680.0
BL031,IT8709,10.0,972.0
BL662,IT8360,5.0,731.0
BL763,IT4429,7.0,675.0
BL655,IT1436,9.0,709.0
BL538,IT4273,8.0,657.0
BL129,IT3305,6.0,653.0
BL139,IT4919,8.0,979.0
BL937,IT1536,7.0,646.0
BL937,IT2264,7.0,969.0
null,IT1909,7.0,600.0
BL770,IT6135,8.0,756.0
BL108,IT7741,7.0,978.0
BL127,IT3818,6.0,774.0
BL673,IT6001,6.0,946.0
BL913,IT4355,9.0,637.0
BL806,IT2188,9.0,929.0
BL167,IT8738,7.0,949.0
BL087,IT5440,5.0,753.0
BL878,IT1198,6.0,866.0
BL501,IT6178,6.0,752.0
BL541,IT6135,7.0,516.0
BL010,IT9621,5.0,853.0
BL407,IT9852,7.0,596.0
BL893,IT5958,5.0,527.0
BL136,IT3417,5.0,549.0
BL263,IT8900,9.0,929.0
BL872,IT7283,6.0,544.0
BL991,IT2837,5.0,559.0
BL076,IT8009,9.0,795.0
BL941,IT9834,7.0,958.0
BL036,IT7076,7.0,941.0
BL239,IT4004,6.0,712.0
BL827,IT2491,7.0,714.0
BL491,IT7715,9.0,714.0
BL492,IT7307,6.0,869.0
BL534,IT2226,8.0,668.0
BL179,IT2328,9.0,600.0
BL384,IT4086,7.0,910.0
BL280,IT2837,5.0,772.0
BL941,IT3366,10.0,810.0
BL117,IT8815,9.0,808.0
BL831,IT2405,6.0,731.0
BL183,IT2101,8.0,610.0
BL058,IT6280,8.0,530.0
BL941,IT3206,9.0,787.0
BL020,IT9217,7.0,591.0
BL064,IT5090,9.0,767.0
BL084,IT6648,6.0,975.0
BL661,IT5711,6.0,967.0
BL127,IT0266,11.0,668.0
BL571,IT9482,7.0,967.0
BL623,IT4951,8.0,828.0
BL338,IT6544,7.0,554.0
BL108,IT7875,7.0,753.0
BL364,IT0580,9.0,542.0
BL443,IT3331,8.0,964.0
BL359,IT9806,6.0,820.0
BL879,IT7945,7.0,547.0
BL919,IT4830,6.0,842.0
BL402,IT8360,10.0,638.0
BL515,IT8286,10.0,512.0
BL242,IT8631,7.0,729.0
BL618,IT1033,7.0,953.0
BL468,IT0640,6.0,795.0
BL583,IT2591,8.0,938.0
BL831,IT7768,6.0,580.0
BL151,IT5933,6.0,637.0
BL193,IT9268,7.0,646.0
BL480,IT7419,11.0,953.0
BL706,IT9894,6.0,753.0
BL122,IT5664,9.0,774.0
BL865,IT6906,7.0,652.0
BL571,IT2125,5.0,714.0
BL656,IT3912,10.0,626.0
BL544,IT3378,9.0,511.0
BL114,IT6131,8.0,749.0
BL534,IT7097,7.0,639.0
BL937,IT2840,9.0,513.0
BL322,IT2405,7.0,867.0
BL033,IT6642,10.0,813.0
BL971,IT7672,11.0,920.0
BL783,IT3378,9.0,844.0
BL878,IT1149,10.0,767.0
BL215,IT7076,6.0,557.0
BL544,IT6827,10.0,567.0
BL119,IT7259,6.0,913.0
BL506,IT8977,8.0,837.0
BL830,IT1743,9.0,976.0
BL806,IT3342,8.0,752.0
BL994,IT4919,11.0,668.0
BL189,IT2113,10.0,600.0
BL444,IT4645,8.0,956.0
BL058,IT3097,5.0,803.0
BL486,IT7421,8.0,891.0
BL300,IT8073,9.0,811.0
BL036,IT0217,8.0,597.0
BL767,IT8322,6.0,838.0
BL665,IT1928,6.0,875.0
BL164,IT4386,6.0,554.0
BL416,IT0237,5.0,851.0
BL010,IT8922,9.0,617.0
BL114,IT7672,5.0,542.0
BL311,IT9444,9.0,783.0
BL085,IT8076,7.0,854.0
BL146,IT9171,6.0,530.0
BL623,IT2226,11.0,784.0
BL377,IT5553,7.0,964.0
BL592,IT8425,10.0,559.0
BL715,IT8501,9.0,550.0
BL298,IT7741,11.0,893.0
BL732,IT6053,11.0,831.0
BL250,IT8485,7.0,941.0
BL530,IT7619,7.0,846.0
BL982,IT2328,5.0,764.0
null,IT3331,6.0,960.0
BL416,IT1968,5.0,808.0
BL158,IT6602,6.0,808.0
BL491,IT7421,9.0,647.0
BL413,IT7624,9.0,964.0
BL263,IT7911,6.0,903.0
BL907,IT8009,11.0,985.0
BL285,IT2264,10.0,674.0
BL288,IT4392,9.0,722.0
BL668,IT1511,8.0,529.0
BL592,IT3972,7.0,953.0
BL865,IT9482,9.0,506.0
BL170,IT6906,7.0,967.0
BL005,IT9115,8.0,870.0
BL515,IT4908,8.0,986.0
BL086,IT1154,9.0,550.0
BL218,IT4827,7.0,599.0
BL420,IT0125,11.0,971.0
BL736,IT9171,9.0,528.0
BL876,IT4668,9.0,828.0
BL164,IT7899,10.0,652.0
BL980,IT1033,9.0,825.0
BL713,IT3203,9.0,888.0
BL057,IT4325,9.0,707.0
BL719,IT8922,6.0,650.0
BL924,IT1057,8.0,948.0
BL167,IT3853,8.0,670.0
BL752,IT4509,5.0,846.0
BL141,IT1170,9.0,838.0
BL491,IT5356,5.0,538.0
null,IT6717,6.0,694.0
BL898,IT2491,8.0,753.0
BL604,IT5870,8.0,609.0
BL948,IT8745,6.0,717.0
BL407,IT0491,7.0,815.0
BL850,IT4086,8.0,929.0
BL189,IT9749,9.0,895.0
BL495,IT0332,8.0,912.0
BL332,IT6930,8.0,949.0
BL534,IT4738,10.0,667.0
BL744,IT7252,8.0,621.0
BL715,IT5005,8.0,795.0
BL484,IT4985,9.0,891.0
BL914,IT9324,10.0,839.0
BL856,IT1966,7.0,646.0
BL714,IT0580,9.0,542.0
BL980,IT9852,11.0,925.0
BL108,IT7230,6.0,706.0
BL656,IT9294,9.0,826.0
BL924,IT3366,8.0,876.0
BL904,IT5532,9.0,839.0
BL949,IT2451,7.0,759.0
BL183,IT2451,9.0,627.0
BL233,IT8115,11.0,540.0
BL337,IT8767,8.0,819.0
BL051,IT1325,8.0,511.0
BL994,IT4086,11.0,913.0
BL111,IT0630,9.0,519.0
BL259,IT1114,8.0,917.0
BL070,IT7930,8.0,576.0
BL665,IT4504,8.0,719.0
BL992,IT6887,6.0,844.0
BL302,IT9440,9.0,851.0
BL584,IT0528,8.0,680.0
BL919,IT8625,7.0,998.0
BL009,IT1042,9.0,729.0
BL880,IT0582,10.0,986.0
BL713,IT3823,8.0,835.0
BL183,IT0917,10.0,709.0
BL538,IT7097,5.0,844.0
BL504,IT9318,8.0,869.0
BL555,IT8065,9.0,917.0
BL113,IT0491,6.0,882.0
BL555,IT4951,7.0,539.0
BL125,IT0006,7.0,873.0
BL484,IT0640,10.0,556.0
BL736,IT5841,6.0,925.0
BL501,IT2190,5.0,505.0
BL126,IT8265,6.0,727.0
BL947,IT1154,5.0,554.0
BL084,IT2505,9.0,549.0
BL656,IT8883,7.0,903.0
BL288,IT6035,10.0,925.0
BL359,IT0677,9.0,856.0
BL486,IT6930,6.0,758.0
BL661,IT9099,11.0,604.0
BL377,IT2251,8.0,719.0
BL189,IT6801,10.0,650.0
BL058,IT8063,6.0,680.0
BL481,IT9471,9.0,925.0
BL665,IT7701,7.0,660.0
BL091,IT4585,7.0,767.0
BL747,IT6294,8.0,668.0
BL949,IT8745,10.0,504.0
BL194,IT4956,6.0,948.0
BL831,IT7624,10.0,999.0
BL402,IT7676,8.0,927.0
BL992,IT6750,8.0,653.0
BL991,IT6622,6.0,859.0
BL657,IT0050,11.0,639.0
BL328,IT4142,11.0,502.0
BL402,IT3283,7.0,966.0
BL334,IT1244,5.0,953.0
BL456,IT8265,7.0,887.0
BL113,IT7672,8.0,770.0
BL220,IT6750,6.0,569.0
BL584,IT7076,8.0,920.0
BL698,IT6123,8.0,964.0
BL489,IT6365,7.0,844.0
BL036,IT8386,11.0,859.0
BL005,IT7551,7.0,509.0
BL122,IT9268,7.0,649.0
BL119,IT5561,6.0,998.0
BL583,IT6619,7.0,903.0
BL164,IT1794,9.0,787.0
BL475,IT9687,6.0,600.0
BL921,IT1149,9.0,621.0
BL280,IT0352,5.0,529.0
BL604,IT8996,10.0,989.0
BL136,IT6981,9.0,539.0
BL878,IT8482,6.0,734.0
BL139,IT4086,11.0,591.0
BL876,IT1361,8.0,937.0
BL242,IT7003,9.0,743.0
BL036,IT2233,11.0,849.0
BL338,IT0656,9.0,560.0
BL438,IT2577,7.0,618.0
BL899,IT3619,7.0,552.0
BL831,IT5863,10.0,818.0
BL012,IT6340,6.0,876.0
BL215,IT3283,9.0,506.0
BL090,IT6599,8.0,719.0
BL622,IT4552,8.0,733.0
BL092,IT3774,9.0,964.0
BL233,IT0797,6.0,720.0
BL733,IT8459,9.0,774.0
BL117,IT6544,8.0,672.0
BL716,IT4392,7.0,519.0
BL538,IT8834,10.0,855.0
BL512,IT8818,5.0,723.0
BL709,IT6035,8.0,853.0
BL758,IT5664,10.0,779.0
BL433,IT5611,6.0,891.0
BL038,IT0375,6.0,597.0
BL402,IT2311,11.0,819.0
BL541,IT4502,10.0,722.0
BL265,IT7440,5.0,504.0
BL584,IT1170,6.0,895.0
BL499,IT6619,6.0,926.0
BL899,IT4772,8.0,868.0
BL090,IT0125,11.0,646.0
BL416,IT2448,6.0,753.0
BL665,IT2491,9.0,803.0
BL076,IT5803,7.0,549.0
BL241,IT6123,7.0,731.0
BL158,IT7945,9.0,730.0
BL004,IT7834,7.0,646.0
BL583,IT9181,9.0,668.0
BL478,IT5742,9.0,668.0
BL263,IT7676,9.0,994.0
BL258,IT2391,11.0,527.0
BL772,IT8081,5.0,827.0
BL797,IT0317,7.0,708.0
BL904,IT2491,6.0,633.0
